Time,transform.translation.x,transform.translation.y,transform.translation.z,transform.rotation.x,transform.rotation.y,transform.rotation.z,transform.rotation.w
1520531467.575275,0.7042434563013248,-0.2878307297803144,1.3530401296411725,0.0009262838259908,-0.0100160412812656,0.0023827611250405,0.9999465702550044
1520531467.583608,0.7042430719203768,-0.2878364418396869,1.3532319439305978,-5.438609895470664e-05,-0.0097021021734419,0.0024417385012327,0.9999499508318704
1520531467.591941,0.7042880447379782,-0.2877105061863048,1.353331525274042,-0.0013140434367351,-0.0091973167680487,0.003030401032796,0.9999522485217456
1520531467.600275,0.7041937360684692,-0.2875918350511374,1.353338883408687,-0.0022730769285394,-0.0085103015508338,0.0032306785112464,0.9999559843338844
1520531467.608608,0.7039790065789601,-0.2875326310436045,1.353260658208546,-0.0031077379398785,-0.0075475461106554,0.0035883340789891,0.9999602493955158
1520531467.616941,0.7039818396572864,-0.2875061479633604,1.3532873144080708,-0.0038378087935428,-0.0068809474396988,0.0042946875825048,0.9999597389118048
1520531467.625274,0.7037918833380697,-0.2874634030232014,1.35330198849612,-0.004969885780937,-0.0062084968592438,0.0044645045548207,0.999958410635739
1520531467.633608,0.7036570030902385,-0.2874586488446479,1.3532862286338156,-0.0055645900071024,-0.0058357477793183,0.0046805871856941,0.9999565348001414
1520531467.641941,0.7035448790964093,-0.2874770606603272,1.3532967228343524,-0.0063638386504117,-0.0055593662670544,0.005250336798177,0.999950513259454
1520531467.650274,0.7032990121496346,-0.2874218906299893,1.3532825961715131,-0.0068396991603886,-0.0053204275273798,0.0053388692826686,0.9999482026790708
1520531467.658608,0.7031730790475722,-0.2874039381179002,1.3532802152284062,-0.0071803164870699,-0.0051347744660209,0.0056752760449884,0.999944932677866
1520531467.666941,0.7030546826026619,-0.2873907560106201,1.3532404727251803,-0.0073170230573679,-0.0048944287909219,0.0059597054750239,0.9999434922289556
1520531467.675274,0.7029846117314493,-0.2873544984329763,1.3531677012500667,-0.0070006942889522,-0.0048379839885352,0.0060669448682186,0.999945386693876
1520531467.683608,0.7029095889405391,-0.2874198172323466,1.3530653898210991,-0.0068725882950814,-0.004481694176505,0.006392925480933,0.9999459047624676
1520531467.691941,0.7027622004162765,-0.2874931915517073,1.3529287420530058,-0.0067083295499856,-0.0039269100731778,0.0064154878676048,0.9999492083137757
1520531467.700275,0.7025878997187425,-0.2876193273823442,1.3527646386948349,-0.0064474364350451,-0.0033337357172136,0.0062043371668941,0.9999544104457478
1520531467.708608,0.7024360722088034,-0.2878235947189524,1.3525892571516736,-0.0057629306984915,-0.0029405097868345,0.0056080696494812,0.9999633451215922
1520531467.716941,0.7022445072239719,-0.2880260537847576,1.3524046550169924,-0.0056324203810844,-0.002409885340008,0.0054059149662937,0.99996662163128
1520531467.725275,0.7019152814974824,-0.2881763032906504,1.352134219699077,-0.0052282613845552,-0.0022799653682204,0.0047914343781425,0.9999722542137928
1520531467.733608,0.7019411277506854,-0.2885279924109954,1.352090822533391,-0.0052441878156421,-0.0021039684890746,0.0048095348216725,0.9999724697138168
1520531467.741941,0.7017467763843677,-0.2888421379425539,1.3519601545723072,-0.005091325491477,-0.0020039076741215,0.0047757354099307,0.999973627207272
1520531467.750274,0.7015715486813093,-0.289114335160285,1.3518224425866037,-0.0047535405976028,-0.0021898450584732,0.0047024297220603,0.9999752474862146
1520531467.758608,0.7014377941619035,-0.2893041216389005,1.3517107343199115,-0.0040931812997927,-0.0026942056047746,0.004781630881943,0.9999765612898708
1520531467.766941,0.7011515500318353,-0.2895181632731652,1.3515507872963732,-0.0031322299859638,-0.0035179663989132,0.0041883531587216,0.9999801351754688
1520531467.775274,0.700973594400979,-0.289904009015309,1.3515736881495624,-0.002558911437448,-0.0040659036299618,0.0041417974251653,0.999979882754656
1520531467.783608,0.7007455171533097,-0.2902447603852442,1.3515627151159288,-0.0020888382955218,-0.0045154923794738,0.004242776155032,0.9999786227383284
1520531467.791941,0.7004382737863148,-0.2906075687257313,1.3516255031822793,-0.0015537785915992,-0.0057357008095069,0.0037683596491541,0.9999752431804834
1520531467.800274,0.7000494713861739,-0.2910775952147489,1.3517206979099088,-0.0012253964342511,-0.0066120466796678,0.0034749795297205,0.9999713514694072
1520531467.808608,0.6996958261683736,-0.2915568189839535,1.351833067103747,-0.0003530111743033,-0.0078832202692152,0.0027701398861716,0.9999650276616224
1520531467.816941,0.699343182011747,-0.2920100331056864,1.3519396451441337,0.0004841070668035,-0.0093363484369969,0.0017862996650931,0.999954702659934
1520531467.825275,0.6990259070314359,-0.2925370148431931,1.352086748522324,0.0011299392947063,-0.0105510644616535,0.0011092948940353,0.999943082250562
1520531467.833608,0.6985392143295764,-0.2929894541790009,1.352072616471956,0.0021233630139144,-0.0115597342249188,0.0004033514933953,0.999930848199881
1520531467.841941,0.6981065409625481,-0.2936330618705853,1.352169848870315,0.0027536832406664,-0.012448242771023,-0.0012295355475394,0.9999179699969698
1520531467.850275,0.6976836512407529,-0.2945096923513097,1.3523654574632618,0.002944240008662,-0.0133307335083959,-0.0023369197677936,0.9999040762997712
1520531467.858608,0.697056018585448,-0.2949350912564088,1.3521509243578722,0.0043672038401348,-0.0134489697842385,-0.0041124372214246,0.9998915644220934
1520531467.866941,0.6966798226495291,-0.2956636583309694,1.352242397008531,0.0047152805207868,-0.0140975158559752,-0.0057291471266095,0.9998730934721178
1520531467.875274,0.6960518019781881,-0.2963218715505539,1.35208787037754,0.0056983168208608,-0.0142907737421452,-0.0078562823007069,0.9998507797664968
1520531467.883608,0.6955492482690244,-0.2972121124308569,1.352301574723716,0.005257805862322,-0.0140014454013765,-0.0093707846571491,0.9998442395688918
1520531467.891941,0.6950910783762237,-0.2979159795952475,1.352269361537097,0.0058423611963449,-0.0139192412608003,-0.0109400072479174,0.9998262037873336
1520531467.900274,0.6946144466854866,-0.2985515606575066,1.3521338572925463,0.006510827454908,-0.0137566691058557,-0.0125953291502873,0.9998048413888384
1520531467.908608,0.6942428192517727,-0.2991716721389696,1.3520589295020793,0.0067137694141428,-0.0131994090097495,-0.013744750251636,0.9997958705368648
1520531467.916941,0.6937464423303988,-0.2998636190226036,1.3519092923334934,0.0071289521712149,-0.0125553875807425,-0.0152756783452776,0.9997790725628988
1520531467.925274,0.6931247793610644,-0.3003791814085736,1.3516385779811555,0.00714379507929,-0.0118604325126662,-0.0168143474835044,0.9997627588839172
1520531467.933608,0.6929987496089863,-0.3011179852579263,1.3516432384380974,0.006736762886622,-0.0107476618778917,-0.0174118848352999,0.9997679381018628
1520531467.941941,0.6924999486977024,-0.3017278634041753,1.3513872131825715,0.0068203579215757,-0.0098082498354136,-0.0189616451255423,0.9997488369421196
1520531467.950275,0.6921657253174299,-0.3024088771962541,1.3512465597274377,0.0065696088218979,-0.0084165404294968,-0.0201359947140072,0.999740238163896
1520531467.958608,0.6916733555538883,-0.3030690787489044,1.351020231629409,0.0062122983608411,-0.007145422944809,-0.0212943755993154,0.9997284130441882
1520531467.966941,0.6912752165457297,-0.3038355669029887,1.3509749471225736,0.0051367486845978,-0.0063256018805473,-0.0224801617794896,0.9997140805751252
1520531467.975275,0.6908382735518904,-0.3042079261885452,1.3506396239249665,0.0055017493952291,-0.0040731720077888,-0.0230492484418914,0.9997108942937708
1520531467.983608,0.6904229531696922,-0.3046926334747211,1.3503120328906892,0.0056499223934174,-0.0021940812870402,-0.0236606895514928,0.999701673577774
1520531467.991941,0.6900654707425415,-0.3051835224258299,1.350144888761169,0.0044802040451963,-0.0016410726645564,-0.0241098639546043,0.999697928932692
1520531468.000274,0.6899527701954012,-0.305851474167092,1.350160222569559,0.0029374719751809,-0.0008575304647171,-0.0245537939326856,0.9996938266806532
1520531468.008608,0.6897133523727477,-0.3062373321269749,1.3499836790119362,0.0024287412435468,5.895706015117675e-05,-0.0247916020044113,0.9996896889585748
1520531468.016941,0.6894204584579317,-0.3066488687818003,1.349858046561439,0.0020069368393395,0.0007693881467274,-0.025367484082524,0.9996758829729392
1520531468.025274,0.6892730791811844,-0.3070198148391054,1.34986760286346,0.0008573785793425,0.0014048577355896,-0.0255407001877905,0.999672428303708
1520531468.033608,0.6891375042507351,-0.3073736036213307,1.3498318428872975,0.0008012726987696,0.0012719859284996,-0.0257979456446495,0.9996660472449664
1520531468.041941,0.6888251051832119,-0.3075794222886274,1.3498333032115195,-0.0004261925001136,0.0016879856874392,-0.0257792469275786,0.9996661440161504
1520531468.050274,0.6890984599152263,-0.3082059809562451,1.3502891984194514,-0.0023228214000637,0.000461406141077,-0.0260279567339241,0.9996584101948892
1520531468.058608,0.6888462912612732,-0.308294075234416,1.3503324930024534,-0.0034568855050305,0.000264440024144,-0.0259958141260557,0.9996560396766492
1520531468.066941,0.6889698372669188,-0.3086364782227141,1.3507406987702746,-0.0049918172543136,0.0004426992576414,-0.0250589343990127,0.99967341446327
1520531468.075275,0.6888261690529267,-0.3086361878861493,1.35077170963002,-0.0050439536347206,-0.0004351894323358,-0.0252013045486742,0.9996695771058224
1520531468.083608,0.6890773190190864,-0.3087586564751907,1.351103564581786,-0.0056916428677563,-0.0008035017993587,-0.0242105859639454,0.9996903556169816
1520531468.091941,0.6890878107376757,-0.3087072661832474,1.3512568225536752,-0.0058883276186075,-0.0016010085271486,-0.023858789594744,0.9996967152735002
1520531468.100275,0.6891855472231332,-0.3087159137158828,1.3516537140039646,-0.006913795276711,-0.0023306756397595,-0.0230418958907324,0.99970787654179
1520531468.108608,0.6892385104206085,-0.3085712258126302,1.3517362123836068,-0.0060094411688516,-0.0027343627047448,-0.0224456900065612,0.9997262629728032
1520531468.116941,0.6893160075938536,-0.3084647813432294,1.351993453915389,-0.0057588651319317,-0.0033902468998521,-0.0220496435858571,0.9997345422241282
1520531468.125274,0.6891556048257319,-0.3082953516665826,1.352107478628572,-0.005324966652912,-0.0047812985224601,-0.0224894371157209,0.9997214657757442
1520531468.133608,0.6893872467834845,-0.3083910054303165,1.352597861279298,-0.00521019988054,-0.0056804892864556,-0.0221812191695783,0.99972425166884
1520531468.141941,0.6893890706861326,-0.308195205446281,1.352764708592256,-0.0046711441404375,-0.0062813921315101,-0.021905214862673,0.9997294064331256
1520531468.150274,0.6895501801686327,-0.308200482037818,1.353133179675443,-0.004446831526114,-0.0069482482728836,-0.0215258835305004,0.999734256627004
1520531468.158608,0.6895684854890533,-0.3080950481032345,1.3533843736403188,-0.0041156076939255,-0.0080688315151704,-0.0216141745358943,0.9997253538799652
1520531468.166941,0.6896057504745742,-0.308073660519235,1.3537231657119302,-0.0035470202610857,-0.0089790897388637,-0.0218595077313217,0.9997144374852616
1520531468.175274,0.6895829580537914,-0.3079801378291035,1.3540413128447175,-0.0036168363004657,-0.0098607899469699,-0.0213874655724696,0.99971608951401
1520531468.183608,0.689416202877738,-0.3079716507926791,1.3542420625566165,-0.0021415716580448,-0.0113896765953233,-0.0232682011541844,0.999662082782445
1520531468.191941,0.689589715086174,-0.307995084039106,1.3546752864375533,-0.0019975303125501,-0.0119094731190552,-0.0228739995506035,0.9996654212621522
1520531468.200275,0.6894147426222883,-0.3078547583277271,1.3548384305800434,-0.0016255019867868,-0.0130249714838674,-0.023309095875017,0.9996421329208892
1520531468.208608,0.68958437499612,-0.3078714464355683,1.355234814868356,-0.0013121247383573,-0.0135584628188443,-0.023122282142033,0.9996398383834076
1520531468.216941,0.6896561983471692,-0.3077095315600697,1.355482372310235,-0.0002530767588493,-0.0144026175244369,-0.0233621808930921,0.9996232835746262
1520531468.225275,0.6897861880386018,-0.3076644557305235,1.3558415077593318,-0.0002403281563324,-0.0150692538178221,-0.0230295877721681,0.999621177206043
1520531468.233608,0.6898889338080192,-0.307502058777109,1.3561120976446357,3.991603522636074e-05,-0.0155928179005939,-0.0228721875432426,0.999616789311592
1520531468.241941,0.6899834229391079,-0.307411025784582,1.3562634737119224,0.0005742491830078,-0.015653494827859,-0.0225294899982908,0.9996234593175408
1520531468.250274,0.6898235284351951,-0.3069932062630289,1.3561666205921703,0.0020320372097468,-0.0146518664590038,-0.022224097381976,0.9996435780464964
1520531468.258608,0.6898166919677557,-0.3066762369104959,1.356343221016211,0.0020277569045409,-0.0151306177992211,-0.022218335948819,0.9996365830413648
1520531468.266941,0.6900899567012945,-0.3066918941686058,1.356629413260373,0.0019600293225157,-0.0151431780594245,-0.0218071257707796,0.9996455830487788
1520531468.275274,0.6901308929484864,-0.3066197062700925,1.3568245511865722,0.0017093884535699,-0.0151778324496876,-0.0219369867876957,0.9996426761617976
1520531468.283608,0.6901544490835831,-0.3065562185007351,1.3569994301454762,0.0016468737610313,-0.01488055719512,-0.0220753509866669,0.9996442045563978
1520531468.291941,0.6904204188377839,-0.3067715549133514,1.3575140461947266,8.522459458462708e-05,-0.0157861605243988,-0.0224766377965131,0.9996227241444796
1520531468.300274,0.6904397795194207,-0.3067501031953749,1.3578012095693854,-0.0007609751728539,-0.0155895933287843,-0.0227255874931007,0.9996198943447068
1520531468.308608,0.6903596509139931,-0.3066993111814036,1.3579822648004622,-0.0012941789872389,-0.0151951066901219,-0.0230795243054904,0.9996173114703732
1520531468.316941,0.6902991550930476,-0.3066651814566568,1.3581929163278983,-0.002069957151476,-0.0147780945992716,-0.0233752518966994,0.9996153864342884
1520531468.325275,0.6902312826297992,-0.3066623759476245,1.358411119445082,-0.0029970190373332,-0.014418952710228,-0.0237174224722678,0.999610221811933
1520531468.333608,0.6901561025098548,-0.306611146877735,1.3586386940487574,-0.004128677713842,-0.0141701277908803,-0.0240011905061918,0.9996029733614294
1520531468.341941,0.6900473197101192,-0.3065529674641946,1.3588133447452635,-0.0055829410827438,-0.0135579951131209,-0.0235980731214422,0.9996139967419094
1520531468.350275,0.6900476220693981,-0.3066349280133294,1.3589934665116994,-0.00575990255282,-0.0131163634030866,-0.0249725460733375,0.9995854923298332
1520531468.358608,0.6900272274690685,-0.3066334747971105,1.3591454681887685,-0.0066799906540539,-0.0128004705901769,-0.0251668052534565,0.999578990170795
1520531468.366941,0.6900355454777828,-0.3065996633543492,1.3593099014094676,-0.007598825602154,-0.0125031471222563,-0.0252307751049404,0.9995745780826516
1520531468.375274,0.6898986006585981,-0.3063627235665765,1.359268265700364,-0.0078439973997831,-0.0124530018873126,-0.025418637445087,0.9995685505853124
1520531468.383608,0.6901088065531574,-0.306368537979461,1.3595435221719756,-0.008762275213814,-0.0125341826763926,-0.0249584270738161,0.9995715050538972
1520531468.391941,0.6901977972265059,-0.3062487326319374,1.3597381076020725,-0.0095035105880468,-0.0127750534356879,-0.0246114478432805,0.9995702866388516
1520531468.400274,0.6903219522816577,-0.3060812009698134,1.359956148793802,-0.0101056051336191,-0.0131321533339916,-0.0242808806325279,0.999567837682568
1520531468.408608,0.6903604702850301,-0.3059241178229387,1.3601450404688165,-0.0104528987307603,-0.0134821181530578,-0.0242992909675794,0.9995591597582928
1520531468.416941,0.6905366958179078,-0.3057902571959591,1.3604480034980688,-0.0113817308422101,-0.0139906144563894,-0.0240042057526954,0.9995491568784152
1520531468.425274,0.690699750123638,-0.3055726574804994,1.3606414480340037,-0.0116913540402126,-0.0140972612057152,-0.0237650131740755,0.999549800468211
1520531468.433608,0.6908507593396783,-0.305360797057302,1.3607937507381973,-0.01194469672111,-0.0141153238237681,-0.0235420541170602,0.999551826340956
1520531468.441941,0.6910069691746837,-0.305112863146993,1.360948172012403,-0.0122138361391737,-0.0140961968201002,-0.0233349884495185,0.999553699285854
1520531468.450275,0.6910094565035647,-0.3047991279806223,1.3609287127269236,-0.0119492805821582,-0.0143543565131581,-0.023454211948891,0.9995504324867848
1520531468.458608,0.6913622563985873,-0.3046847155714505,1.3611888892049646,-0.011998777135241,-0.0142186680633791,-0.0229042639334846,0.9995645319434996
1520531468.466941,0.6913479498414192,-0.3043682725372537,1.361237682184497,-0.0115997005504625,-0.0141874218296836,-0.0231636690541086,0.9995637090475612
1520531468.475275,0.6916521004084488,-0.304037524513907,1.3613456730226483,-0.0103218986956401,-0.0137107589503505,-0.0227267178748253,0.9995944026408716
1520531468.483608,0.6917719045136306,-0.303861319764623,1.361445999285788,-0.0096528585000192,-0.0136694007795069,-0.0226815508053654,0.9996026795973344
1520531468.491941,0.6919131082505982,-0.3037067674218127,1.3615382836936951,-0.0090474173773864,-0.0138373801203001,-0.0228031356875508,0.99960326537733
1520531468.500274,0.692023681693591,-0.3037001984288784,1.3617282231579064,-0.0089299380747845,-0.0141021575679103,-0.0230553920227239,0.9995948350489756
1520531468.508608,0.6921529584028435,-0.3034925455601889,1.3617869043092492,-0.0080148039017718,-0.0140566365393009,-0.0230401897717255,0.9996035831983102
1520531468.516941,0.692191126788485,-0.3032599541523729,1.3617271745233663,-0.0072783146576987,-0.0139959488219809,-0.0227158809809694,0.9996174909952178
1520531468.525274,0.6923729385499731,-0.3030667379974148,1.3617546639280451,-0.0063742915428006,-0.0139640025518812,-0.0223782827669369,0.9996317259373382
1520531468.533608,0.6924785330669294,-0.3028601825992698,1.3616765955087249,-0.0055622866749782,-0.0143812394468631,-0.0219512658440094,0.9996401266689744
1520531468.541941,0.6926154777699874,-0.3026947903607463,1.3616400058012037,-0.0046198863981722,-0.0144445929859986,-0.0217661542384273,0.999648060525706
1520531468.550274,0.6927736273807409,-0.3024816212928381,1.3615882045285874,-0.0035367977998917,-0.0148418827372351,-0.0216744341115944,0.9996486525195134
1520531468.558608,0.6929262880520043,-0.3023503418910989,1.3614850069676514,-0.0023968465130703,-0.014914170413755,-0.0216064383052002,0.999652431833898
1520531468.566941,0.6929335728784916,-0.3021017255412165,1.3612838355270098,-0.0010586899269663,-0.0152796480530585,-0.0215569075088713,0.999650294487861
1520531468.575275,0.693216039118984,-0.3020681318049434,1.3612992050544817,-0.0001902623414993,-0.015299717069622,-0.0209889806955723,0.9996626156594992
1520531468.583608,0.6934335241430274,-0.3020416590638134,1.3612332609240532,0.0006305363017538,-0.0154501294204069,-0.0203095179838118,0.9996741566151092
1520531468.591941,0.6935813526889394,-0.3020035624415894,1.361152117167245,0.001338765150566,-0.0159737593873645,-0.0198942291507217,0.999673579907664
1520531468.600275,0.6937226402702611,-0.3019196033719298,1.3610350197330854,0.0025467904900124,-0.0159742668419873,-0.0194631840807934,0.9996797092681726
1520531468.608608,0.6937793184645213,-0.3017631309126926,1.3608756455913158,0.0037496847625843,-0.0161910188928263,-0.0193792095704592,0.9996740653872228
1520531468.616941,0.6938377224793072,-0.3017192955377036,1.3607308874959971,0.0043367931022055,-0.0159351783531486,-0.0188182423060483,0.9996865189012768
1520531468.625274,0.693673590416846,-0.3013197519857882,1.360261577145944,0.0071070714582145,-0.0147419278535857,-0.018690578425576,0.9996913660608282
1520531468.633608,0.6939551188403592,-0.3015162724440107,1.360397278737466,0.0064963220734647,-0.0153349513990721,-0.0185526338699764,0.9996891701131868
1520531468.641941,0.6938348716172025,-0.3012014309511742,1.360037778976298,0.0083549569108915,-0.0151288139788815,-0.0190596748191396,0.9996689664475924
1520531468.650274,0.6936649207119466,-0.3009430471831201,1.3597372278626016,0.0090487500167261,-0.0145331342707741,-0.0188761541671847,0.999675246735288
1520531468.658608,0.693433939632914,-0.3005882049680822,1.359267967674039,0.0107572820662867,-0.0130025024908667,-0.0183838080386396,0.9996885772146844
1520531468.666941,0.6937162115418651,-0.3005586253478012,1.3592432027659178,0.0108276585225618,-0.0125017561845993,-0.0177248444089631,0.999706105710022
1520531468.675274,0.6936307700183832,-0.3004022834336,1.3590245284553746,0.0111924672418669,-0.0122219888960162,-0.0179053281115611,0.9997023311414668
1520531468.683608,0.6938225041810075,-0.3004748099274965,1.3590031045879092,0.010895435894573,-0.0117213548419933,-0.0173977440186053,0.9997205698696002
1520531468.691941,0.6936880798100843,-0.3002799220445028,1.3588041392490258,0.0108421251302609,-0.0113897378109529,-0.0174700115796875,0.9997237222806424
1520531468.700275,0.6938083264547096,-0.3003298024873707,1.3587790536788185,0.0101095922166133,-0.0109207000980276,-0.0171724233747384,0.999741787828248
1520531468.708608,0.6939064011157795,-0.3003479450170961,1.3587654615887113,0.0095920346829964,-0.010591405949521,-0.0170438926337087,0.999752629761254
1520531468.716941,0.6940020604680219,-0.3002913535907476,1.3587717008042162,0.0087462012271749,-0.0102017313577131,-0.016767412253618,0.9997691146098264
