Time,angular_velocity.x,angular_velocity.y,angular_velocity.z,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z
1520530731.372454,-0.0884747971870519,-0.1008611572074875,0.0110013777479876,-0.2584447593499188,-0.4364623051297711,10.03135233568144
1520530731.377471,-0.0897474355953883,-0.1119306193669867,0.0095665046430737,-0.2091394831188069,-0.4856309025482472,10.013488211963912
1520530731.382486,-0.0827211085913322,-0.1227243871740804,0.0151526460489478,-0.1502136651840633,-0.5348002492464401,9.92115323472495
1520530731.387502,-0.0784616169666536,-0.134096179598176,0.0185751080729775,-0.1261623109249841,-0.5815685989588341,9.84310109289448
1520530731.392518,-0.0706841142225867,-0.1442952280869741,0.0198355611452371,-0.1442008266192933,-0.5971560195637323,9.771238944989536
1520530731.397533,-0.061393184860974,-0.1495365067232039,0.0197782768486257,-0.1935061028504054,-0.6427195155948731,9.700872505987132
1520530731.402549,-0.0516010574046433,-0.1527240565670117,0.0145952486805153,-0.229583134239024,-0.653508969606651,9.667532007060814
1520530731.407565,-0.038044500908831,-0.1573568541792095,0.0056064616941699,-0.2367985405167476,-0.6307247396020188,9.590878518975169
1520530731.41258,-0.0197065471039952,-0.1614246797203603,0.0039179923256218,-0.3209782804235244,-0.6642941152600577,9.515029113445536
1520530731.417597,-0.0031358160189732,-0.1683931995329435,-0.0029298128552461,-0.3390167961178336,-0.7266480123780579,9.547805525651048
1520530731.422613,0.0172149630406108,-0.1651508575911332,-0.013764999337867,-0.3053449001551229,-0.742239460361434,9.4951965075415
1520530731.427629,0.0400786402150235,-0.1627853268311238,-0.0232587928296236,-0.3486373378214651,-0.7350412460622313,9.499097305400005
1520530731.432644,0.055395833172326,-0.164495577239855,-0.0352046208806859,-0.3642707180898665,-0.7374383093295174,9.482981794452977
1520530731.43766,0.0722321765662455,-0.1554130829394821,-0.0511291835534399,-0.4099682911821165,-0.7566209970254689,9.514823182789083
1520530731.442677,0.0888111092143419,-0.1495300894463302,-0.0692421006085379,-0.373891259793498,-0.706259909041066,9.536503653977974
