Time,angular_velocity.x,angular_velocity.y,angular_velocity.z,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z
1520531467.566265,-0.2143494011655061,0.059738457650091,0.0849691160226133,0.089097309693773,-0.1379034074297342,9.924247596975574
1520531467.571282,-0.2221319220487182,0.065270983115796,0.0852963689608076,0.0734639294253716,-0.1438978919672588,9.789596910715948
1520531467.5762973,-0.2291517059164134,0.076335739380284,0.0872877357254776,0.0253612209072136,-0.1259070392174819,9.695913912592504
1520531467.5813131,-0.2323962874608414,0.0917734688183585,0.0890349020248203,-0.0179312167591285,-0.1055182802607377,9.610316763244391
1520531467.5863285,-0.2326285761853692,0.1072233061889502,0.0867182792063887,-0.0960981181011353,-0.1223001582908192,9.454204528842013
1520531467.591344,-0.2288385899728351,0.1229624612201627,0.0857491413804317,-0.2380011082297015,-0.1162934042979327,9.405607688772644
1520531467.5963593,-0.2280586462424043,0.1427798181669755,0.0848167274280647,-0.2428113790815174,-0.1630595061711763,9.3638629308772
1520531467.601375,-0.2267816835784556,0.1617377870643491,0.0784657928552018,-0.3197757127105702,-0.2074217075997183,9.45414040451559
1520531467.606392,-0.2199872375406086,0.1710756767033641,0.0744661416182644,-0.3305988221271558,-0.2433950773624232,9.55538735421798
1520531467.6114063,-0.2164712924747736,0.1713771807810542,0.0712152798269607,-0.2464190822203793,-0.2493973356770092,9.659166802844108
1520531467.6164222,-0.2086950599282778,0.1623531400053092,0.0689675285937427,-0.1742650194431421,-0.2661909212026652,9.79096528098901
1520531467.6214392,-0.2014339625235597,0.1445895517928976,0.065842380560076,-0.0215389198979905,-0.2410208671264984,9.884749986944597
1520531467.6264553,-0.1896550806484323,0.1201142367554149,0.0669864348798247,0.086692174267865,-0.1918645391633843,9.985917256928277
1520531467.6314712,-0.1753663821099561,0.0918453515389312,0.0705318349209467,0.1600488047580559,-0.1618917418359028,10.009579038043633
1520531467.6364863,-0.1613247130633118,0.0673672804459846,0.0730244182107597,0.2261900289705234,-0.1379140846656981,9.94499395567314
1520531467.641502,-0.1412461051775102,0.0484337057531457,0.0733836715957333,0.2466336800907407,-0.1331191151914448,9.866926647424217
1520531467.6465173,-0.1209082321700141,0.0364985571883525,0.071901991033557,0.2995466594607143,-0.1199326915723453,9.722292911886544
1520531467.6515331,-0.0987997452732242,0.0312579291983417,0.0734441792255156,0.3296108522845632,-0.1499135436567819,9.606977267489436
1520531467.6565502,-0.07392217265926,0.0306856356734502,0.0731229815551344,0.3139774720161619,-0.1858865387796283,9.49908512565809
1520531467.6615653,-0.0495439358998805,0.034785495709111,0.069050644153632,0.282710711479359,-0.2182608950526963,9.364612330595495
1520531467.6665802,-0.0276800948591068,0.038010946038544,0.0647057588330129,0.2153669195539378,-0.2818100925355613,9.28397971194026
1520531467.6715963,-0.0048055973468147,0.047365334867176,0.0568885947640938,0.0518177105922004,-0.3645380439958644,9.239166525853696
1520531467.6766112,0.0143044437325574,0.0643117269179252,0.0426431302606641,-0.1177443369343065,-0.4712483356246021,9.188624532063164
1520531467.6816282,0.0309034802628039,0.0841775355657967,0.0259896507799325,-0.3101551710069388,-0.5587706009394064,9.187096270993935
