Time,angular_velocity.x,angular_velocity.y,angular_velocity.z,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z
1520530962.7353706,-0.2031777680719764,0.0127797054114625,-0.0049627178880571,0.2105566487021219,0.1270971664880861,9.58113663976192
1520530962.7403867,-0.2051591477110126,0.0243905929947763,0.0113626930645708,0.1973284038596285,0.1306956180179353,9.61263977412878
1520530962.7454016,-0.2076382440992307,0.0386193738262358,0.0293323206069351,0.1732770496005495,0.1151086657128598,9.581511189903631
1520530962.750419,-0.2070904010084319,0.0621780115839748,0.045744210824543,0.1925181330078127,0.0959209203788204,9.333805956180136
1520530962.7554338,-0.200753934496403,0.0903930535141129,0.0651569406267775,0.1155537993787598,0.1414942507062436,9.30661918999867
1520530962.7604496,-0.1946914189550169,0.1040482402279464,0.0809418862400879,-0.03356459702753,0.0347823668581078,9.45344268246614
1520530962.7654648,-0.1893999516974544,0.1075155995859207,0.0925922355988582,-0.1429982589063394,-0.0623394843815565,9.642869879663651
1520530962.7704797,-0.1863820057053631,0.1034111741518794,0.1022951639777125,-0.1165417692213526,-0.1270951277650727,9.729836309308189
1520530962.7754977,-0.1826154400969273,0.0963975693979411,0.1103511859582495,-0.0010952687777732,-0.1570826297069956,9.829848381389573
1520530962.7805128,-0.1796070403130134,0.0855927566982989,0.1194618915831808,0.0686536585735557,-0.1235121301293816,9.96859402112415
1520530962.785529,-0.1756043126047188,0.0666288426255548,0.1287790298222596,0.1095409608139903,-0.0227875190014967,9.983205696113536
1520530962.7905438,-0.1663138851096122,0.0543644696605156,0.1397607732101686,0.0915024451196808,0.0239803624110741,10.015875698447326
1520530962.7955596,-0.1582806495756119,0.0438581096164746,0.1469705461836745,0.0638433877217399,0.003597129392241,9.985949050702676
1520530962.8005755,-0.1477355626502789,0.0351126961886927,0.1498602561019049,0.0710587939994638,-0.0131913984953266,9.945220152715947
1520530962.8055906,-0.1374354391632246,0.0310293367420553,0.15278600210836,0.0782742002771874,-0.0923352284003637,9.888282045011133
1520530962.8106067,-0.1281373432971193,0.0292766596915943,0.1557313996903772,0.0770716325642335,-0.1055256793979407,9.915035923746345
1520530962.8156216,-0.1150702001464439,0.0289903948524689,0.1557049069949589,0.0638433877217399,-0.1139186321022204,9.920983584512877
1520530962.820639,-0.1057871860912125,0.0193849041864561,0.1531793633555926,0.0939075805455889,-0.1415012033398311,9.947447163852
1520530962.8256547,-0.0942451680637389,0.0071549251504111,0.151711795022603,0.1143512316658059,-0.1750787274147898,9.977496662201442
1520530962.8306696,-0.0852129275097825,-0.003037803612136,0.1508055473112962,0.1179589348046679,-0.2206463444843724,9.982154557740529
1520530962.8356855,-0.0749259099561051,-0.0149805325539355,0.1506952651594789,0.0494125751662926,-0.2554160781453639,9.958450633756463
1520530962.8407018,-0.0641369063159894,-0.025750242164802,0.147887482943345,-0.0888827118234119,-0.3141631879966662,9.969151164502474
1520530962.8457158,-0.0528471436650438,-0.034464766121111,0.1394128650639098,-0.1622393423136028,-0.4256775341162229,9.983919648945324
1520530962.8507328,-0.044821980196751,-0.0423100585729222,0.1323037133224366,-0.1249597432120301,-0.4532606673136213,10.067258051702629
